b'["time", "open", "high", "low", "close", "volume"]'
b'["2022-01-26 12:25:00", "134.774590115", "134.972163362", "134.735075466", "134.903012726", "9527"]'
b'["2022-01-26 12:24:00", "134.670864161", "134.799286771", "134.670864161", "134.754832791", "9692"]'
b'["2022-01-26 12:22:00", "134.814104765", "134.814104765", "134.670864161", "134.670864161", "8697"]'
b'["2022-01-26 12:17:00", "134.745941995", "134.942428588", "134.745941995", "134.888194732", "32101"]'
b'["2022-01-26 12:16:00", "134.66592483", "134.79434744", "134.646167505", "134.767279905", "29092"]'
b'["2022-01-26 12:13:00", "134.517744895", "134.577016869", "134.458472921", "134.577016869", "12315"]'
b'["2022-01-26 12:12:00", "134.586895531", "134.616531518", "134.527623557", "134.567138207", "5371"]'
b'["2022-01-26 12:09:00", "134.517744895", "134.596774194", "134.488108908", "134.527623557", "10880"]'
b'["2022-01-26 12:08:00", "134.339928973", "134.527623557", "134.271371057", "134.527623557", "11069"]'
b'["2022-01-26 12:07:00", "134.428836934", "134.428836934", "134.191749038", "134.300414324", "15623"]'
b'["2022-01-26 12:05:00", "134.606751642", "134.685583368", "134.53750222", "134.567138207", "8585"]'
b'["2022-01-26 12:00:00", "134.211506363", "134.260899674", "134.117659071", "134.181870376", "4297"]'
b'["2022-01-26 11:57:00", "134.181870376", "134.191749038", "134.034184374", "134.102841077", "5724"]'
b'["2022-01-26 11:53:00", "134.013933116", "134.171991714", "133.99684303", "134.171991714", "9389"]'
b'["2022-01-26 11:49:00", "134.181870376", "134.251021012", "134.102841077", "134.132477064", "13624"]'
b'["2022-01-26 11:47:00", "134.300414324", "134.320171648", "134.102841077", "134.142355727", "6012"]'
b'["2022-01-26 11:46:00", "134.418958272", "134.438715596", "134.251021012", "134.28559633", "12609"]'
b'["2022-01-26 11:45:00", "134.438715596", "134.527623557", "134.409079609", "134.448594259", "9777"]'
b'["2022-01-26 11:44:00", "134.53750222", "134.557259544", "134.438715596", "134.473290914", "6284"]'
b'["2022-01-26 11:42:00", "134.409079609", "134.557259544", "134.409079609", "134.552320213", "15053"]'
b'["2022-01-26 11:41:00", "134.374504291", "134.428836934", "134.320171648", "134.409079609", "13780"]'
b'["2022-01-26 11:37:00", "134.251021012", "134.349807635", "134.227608582", "134.310292986", "12283"]'
b'["2022-01-26 11:36:00", "134.260899674", "134.290535661", "134.191749038", "134.251021012", "8383"]'
b'["2022-01-26 11:34:00", "134.507866233", "134.556666825", "134.340818053", "134.354746967", "16200"]'
b'["2022-01-26 11:31:00", "134.616531518", "134.675803492", "134.547380882", "134.675803492", "8487"]'
b'["2022-01-26 11:27:00", "134.359686298", "134.488108908", "134.255960343", "134.488108908", "11559"]'
b'["2022-01-26 11:26:00", "134.320171648", "134.399200947", "134.304859722", "134.358994791", "11879"]'
b'["2022-01-26 11:25:00", "134.448594259", "134.448594259", "134.270778337", "134.32511098", "17880"]'
b'["2022-01-26 11:24:00", "134.685682154", "134.705439479", "134.478230246", "134.49798757", "9680"]'
b'["2022-01-26 11:21:00", "134.585907665", "134.585907665", "134.468351583", "134.577016869", "5995"]'
b'["2022-01-26 11:17:00", "134.586895531", "134.616531518", "134.349807635", "134.409079609", "15068"]'
b'["2022-01-26 11:16:00", "134.428836934", "134.61178976", "134.320171648", "134.562198875", "27549"]'
b'["2022-01-26 11:15:00", "134.409079609", "134.468351583", "134.36956496", "134.397916721", "11119"]'
b'["2022-01-26 11:14:00", "134.418958272", "134.567138207", "134.404140278", "134.478230246", "8660"]'
b'["2022-01-26 11:13:00", "134.448594259", "134.606652856", "134.389322285", "134.389322285", "9917"]'
b'["2022-01-26 11:12:00", "134.596774194", "134.646167505", "134.448594259", "134.478230246", "24171"]'
b'["2022-01-26 11:11:00", "134.349807635", "134.656046168", "134.349807635", "134.596774194", "12610"]'
b'["2022-01-26 11:09:00", "134.11271974", "134.349807635", "134.092962415", "134.339928973", "7044"]'
b'["2022-01-26 10:56:00", "133.016188221", "133.361941403", "132.996430897", "133.342184078", "23888"]'
b'["2022-01-26 10:55:00", "133.124853507", "133.164368156", "132.991491566", "133.016188221", "10267"]'
b'["2022-01-26 10:49:00", "132.848250962", "133.134732169", "132.818614975", "133.085437644", "24013"]'
b'["2022-01-26 10:47:00", "133.016188221", "133.160416691", "133.016188221", "133.026066884", "16545"]'
b'["2022-01-26 10:43:00", "133.282912104", "133.302669429", "133.035945546", "133.075460195", "27842"]'
b'["2022-01-26 10:41:00", "133.342184078", "133.490364013", "133.292790766", "133.327366085", "41131"]'
b'["2022-01-26 10:39:00", "133.855874519", "133.964539805", "133.766966558", "133.94478248", "13986"]'
b'["2022-01-26 10:37:00", "133.952586623", "134.083083753", "133.885510506", "133.959600474", "8300"]'
b'["2022-01-26 10:35:00", "133.836117194", "133.954661142", "133.801541876", "133.870692513", "10323"]'
b'["2022-01-26 10:29:00", "133.658301273", "133.737330571", "133.60396863", "133.697815922", "26429"]'
b'["2022-01-26 10:28:00", "134.063326428", "134.11271974", "133.678058597", "133.678058597", "26976"]'
b'["2022-01-26 10:27:00", "133.994175792", "134.103828943", "133.954661142", "134.063326428", "16670"]'
b'["2022-01-26 10:26:00", "134.07320509", "134.07320509", "133.78534087", "133.921765197", "24314"]'
b'["2022-01-26 10:25:00", "134.420341284", "134.420341284", "134.142355727", "134.142355727", "31346"]'
b'["2022-01-26 10:24:00", "134.695560817", "134.715219355", "134.418958272", "134.418958272", "17978"]'
b'["2022-01-26 10:23:00", "134.695659603", "134.725196804", "134.586994318", "134.69575839", "18463"]'
b'["2022-01-26 10:22:00", "135.238887245", "135.238887245", "134.700105001", "134.725196804", "28988"]'
b'["2022-01-26 10:20:00", "135.164797277", "135.238887245", "135.080828648", "135.194433264", "46071"]'
b'["2022-01-26 10:19:00", "135.061071323", "135.169736608", "135.051192661", "135.120442083", "24756"]'
b'["2022-01-26 10:18:00", "134.957345368", "135.09070731", "134.934624445", "135.070949985", "22929"]'
b'["2022-01-26 10:17:00", "134.912891388", "134.982042024", "134.814104765", "134.972163362", "15653"]'
b'["2022-01-26 10:13:00", "134.685682154", "134.942527375", "134.527623557", "134.646167505", "36436"]'
b'["2022-01-26 10:12:00", "134.488108908", "134.675803492", "134.399200947", "134.675803492", "18369"]'
b'["2022-01-26 10:11:00", "134.606652856", "134.606652856", "134.448594259", "134.488010121", "45004"]'
b'["2022-01-26 10:09:00", "134.142355727", "134.444050074", "134.07320509", "134.423897603", "48395"]'
b'["2022-01-26 10:08:00", "134.232251554", "134.330050311", "134.014328263", "134.083083753", "25938"]'
b'["2022-01-26 10:04:00", "133.569393312", "133.678058597", "133.480485351", "133.64842261", "23042"]'
b'["2022-01-26 10:03:00", "133.455788695", "133.64842261", "133.302669429", "133.618786623", "45515"]'
b'["2022-01-26 10:00:00", "133.697815922", "133.727451909", "133.490364013", "133.638543948", "19386"]'
b'["2022-01-26 09:59:00", "133.727451909", "133.777339154", "133.638543948", "133.707694584", "17993"]'
b'["2022-01-26 09:58:00", "133.549635987", "133.81635987", "133.549635987", "133.697815922", "31954"]'
b'["2022-01-26 09:57:00", "133.361941403", "133.628665286", "133.35206274", "133.549635987", "23153"]'
b'["2022-01-26 09:55:00", "133.490364013", "133.569393312", "133.292790766", "133.342184078", "15433"]'
b'["2022-01-26 09:54:00", "133.322426753", "133.510121338", "133.312548091", "133.450849364", "30207"]'
b'["2022-01-26 09:53:00", "133.480485351", "133.549635987", "133.273033442", "133.292790766", "52175"]'
b'["2022-01-26 09:51:00", "133.589150636", "133.64842261", "133.35206274", "133.361941403", "50465"]'
b'["2022-01-26 09:50:00", "133.411334714", "133.845995857", "133.381698727", "133.64842261", "37008"]'
b'["2022-01-26 09:49:00", "132.902583605", "133.500242675", "132.902583605", "133.406395383", "41659"]'
b'["2022-01-26 09:48:00", "132.828493637", "133.016188221", "132.769221663", "132.907522936", "20377"]'
b'["2022-01-26 09:47:00", "132.690192365", "132.89685398", "132.690192365", "132.779100326", "27101"]'
b'["2022-01-26 09:46:00", "132.240713229", "132.690192365", "132.240713229", "132.665495709", "24108"]'
b'["2022-01-26 09:45:00", "132.275288547", "132.354317846", "131.964110684", "132.257111808", "32884"]'
b'["2022-01-26 09:42:00", "132.403711157", "132.621041728", "132.216016573", "132.324681859", "37128"]'
b'["2022-01-26 09:39:00", "132.937158923", "133.016188221", "132.453104469", "132.580736786", "56546"]'
b'["2022-01-26 09:36:00", "133.424275762", "133.707694584", "133.273033442", "133.332305416", "19921"]'
b'["2022-01-26 09:31:00", "134.814104765", "134.843740752", "134.102841077", "134.135045516", "155878"]'
b'["2022-01-26 09:23:00", "135.041313998", "135.041313998", "135.041313998", "135.041313998", "235"]'
b'["2022-01-26 09:17:00", "135.100585972", "135.100585972", "135.100585972", "135.100585972", "133"]'
b'["2022-01-26 09:06:00", "135.337673868", "135.337673868", "135.337673868", "135.337673868", "329"]'
b'["2022-01-26 09:05:00", "135.426581829", "135.426581829", "135.416703167", "135.416703167", "475"]'
b'["2022-01-26 08:59:00", "135.426680616", "135.426680616", "135.426680616", "135.426680616", "195"]'
b'["2022-01-26 08:46:00", "135.634033738", "135.634033738", "135.634033738", "135.634033738", "214"]'
b'["2022-01-26 08:41:00", "135.475975141", "135.475975141", "135.406824504", "135.406824504", "363"]'
b'["2022-01-26 08:34:00", "135.436460491", "135.436460491", "135.436460491", "135.436460491", "401"]'
b'["2022-01-26 08:25:00", "135.38706718", "135.38706718", "135.337673868", "135.337673868", "3050"]'
b'["2022-01-26 08:19:00", "135.535247115", "135.535247115", "135.535247115", "135.535247115", "143"]'
b'["2022-01-26 08:17:00", "135.732820361", "135.732820361", "135.732820361", "135.732820361", "750"]'
b'["2022-01-26 08:15:00", "135.535247115", "135.535247115", "135.535247115", "135.535247115", "275"]'
b'["2022-01-26 08:03:00", "135.337673868", "135.337673868", "135.337673868", "135.337673868", "191"]'
b'["2022-01-26 07:46:00", "135.337673868", "135.337673868", "135.337673868", "135.337673868", "968"]'
b'["2022-01-26 07:27:00", "135.337673868", "135.337673868", "135.337673868", "135.337673868", "668"]'
b'["2022-01-26 07:08:00", "135.584640426", "135.584640426", "135.584640426", "135.584640426", "261"]'
b'["2022-01-26 07:07:00", "135.614276413", "135.614276413", "135.614276413", "135.614276413", "350"]'
b'["2022-01-26 07:01:00", "135.51548979", "135.732820361", "135.485853803", "135.732820361", "1850"]'
b'["2022-01-26 07:00:00", "135.495732465", "135.495732465", "135.495732465", "135.495732465", "250"]'
b'["2022-01-26 06:58:00", "135.495732465", "135.495732465", "135.495732465", "135.495732465", "400"]'
b'["2022-01-26 06:30:00", "135.564883102", "135.564883102", "135.564883102", "135.564883102", "100"]'
b'["2022-01-26 06:10:00", "135.564883102", "135.564883102", "135.564883102", "135.564883102", "105"]'
b'["2022-01-26 06:04:00", "135.564883102", "135.564883102", "135.555004439", "135.555004439", "400"]'
b'["2022-01-26 06:03:00", "135.693305712", "135.732820361", "135.693305712", "135.732820361", "417"]'
b'["2022-01-26 04:26:00", "135.337673868", "135.337673868", "135.337673868", "135.337673868", "184"]'
b'["2022-01-25 19:56:00", "134.428836934", "134.428836934", "134.428836934", "134.428836934", "110"]'
b'["2022-01-25 19:20:00", "134.606652856", "134.606652856", "134.606652856", "134.606652856", "919"]'
b'["2022-01-25 18:55:00", "134.636288843", "134.636288843", "134.636288843", "134.636288843", "100"]'
b'["2022-01-25 18:39:00", "134.547380882", "134.547380882", "134.547380882", "134.547380882", "100"]'
b'["2022-01-25 18:29:00", "134.547380882", "134.547380882", "134.547380882", "134.547380882", "125"]'
b'["2022-01-25 18:27:00", "134.547380882", "134.646167505", "134.547380882", "134.547380882", "1800"]'
b'["2022-01-25 18:22:00", "134.547380882", "134.547380882", "134.547380882", "134.547380882", "428"]'
b'["2022-01-25 18:21:00", "134.586895531", "134.596774194", "134.547380882", "134.547380882", "960"]'
b'["2022-01-25 18:15:00", "134.448594259", "134.448594259", "134.448594259", "134.448594259", "200"]'
b'["2022-01-25 18:12:00", "134.191749038", "134.191749038", "134.191749038", "134.191749038", "442"]'
b'["2022-01-25 18:11:00", "134.152234389", "134.152234389", "134.11271974", "134.11271974", "566"]'
b'["2022-01-25 18:10:00", "134.102841077", "134.102841077", "134.102841077", "134.102841077", "184"]'
b'["2022-01-25 18:09:00", "134.102841077", "134.102841077", "134.102841077", "134.102841077", "550"]'
b'["2022-01-25 18:06:00", "133.905267831", "133.934903818", "133.905169044", "133.934903818", "2766"]'
b'["2022-01-25 18:03:00", "133.905267831", "133.905267831", "133.905267831", "133.905267831", "181"]'
b'["2022-01-25 17:53:00", "133.855874519", "133.855874519", "133.855874519", "133.855874519", "803"]'
b'["2022-01-25 17:52:00", "133.855874519", "133.855874519", "133.855874519", "133.855874519", "251"]'
b'["2022-01-25 17:46:00", "133.855874519", "133.855874519", "133.855874519", "133.855874519", "800"]'
b'["2022-01-25 17:30:00", "133.865753181", "133.865753181", "133.865753181", "133.865753181", "205"]'
b'["2022-01-25 17:25:00", "134.053447766", "134.053447766", "134.053447766", "134.053447766", "664"]'
b'["2022-01-25 17:18:00", "134.053447766", "134.053447766", "134.053447766", "134.053447766", "345"]'
b'["2022-01-25 17:14:00", "133.875631844", "133.875631844", "133.875631844", "133.875631844", "204"]'
b'["2022-01-25 17:09:00", "133.954661142", "133.954661142", "133.954661142", "133.954661142", "613"]'
b'["2022-01-25 17:08:00", "134.122598402", "134.122598402", "133.954661142", "133.954661142", "1620"]'
b'["2022-01-25 17:02:00", "134.004054454", "134.004054454", "133.875631844", "133.875631844", "1100"]'
b'["2022-01-25 16:48:00", "134.142355727", "134.142355727", "134.142355727", "134.142355727", "247"]'
b'["2022-01-25 16:39:00", "134.181870376", "134.181870376", "134.181870376", "134.181870376", "362"]'
b'["2022-01-25 16:37:00", "133.954661142", "133.954661142", "133.954661142", "133.954661142", "142"]'
b'["2022-01-25 16:31:00", "134.152234389", "134.152234389", "133.954661142", "133.954661142", "1759"]'
b'["2022-01-25 16:29:00", "133.915146493", "133.915146493", "133.915146493", "133.915146493", "101"]'
b'["2022-01-25 16:27:00", "134.063326428", "134.063326428", "134.053447766", "134.053447766", "486"]'
b'["2022-01-25 16:20:00", "134.053447766", "134.053447766", "134.053447766", "134.053447766", "205"]'
b'["2022-01-25 16:15:00", "134.349807635", "134.349807635", "134.339928973", "134.349807635", "816"]'
b'["2022-01-25 16:14:00", "134.24114235", "134.24114235", "134.24114235", "134.24114235", "413"]'
b'["2022-01-25 16:13:00", "134.24114235", "134.24114235", "134.24114235", "134.24114235", "204"]'
b'["2022-01-25 16:11:00", "134.053447766", "134.142355727", "134.053447766", "134.142355727", "601"]'
b'["2022-01-25 16:08:00", "133.915146493", "133.915146493", "133.915146493", "133.915146493", "713"]'
b'["2022-01-25 16:07:00", "133.925025155", "133.925025155", "133.925025155", "133.925025155", "327"]'
b'["2022-01-25 16:05:00", "134.349807635", "134.349807635", "134.24114235", "134.24114235", "2805"]'
b'["2022-01-25 16:04:00", "134.468351583", "134.468351583", "134.468351583", "134.468351583", "1489"]'
b'["2022-01-25 16:03:00", "134.448594259", "134.833862089", "134.349807635", "134.833862089", "71339"]'
b'["2022-01-25 16:02:00", "134.448594259", "134.448594259", "134.448594259", "134.448594259", "19547"]'
b'["2022-01-25 15:59:00", "134.399200947", "134.517744895", "134.280656999", "134.478230246", "119275"]'
b'["2022-01-25 15:58:00", "134.389322285", "134.488108908", "134.260899674", "134.399200947", "105911"]'
b'["2022-01-25 15:54:00", "134.418958272", "134.418958272", "134.162113051", "134.330050311", "95362"]'
b'["2022-01-25 15:53:00", "134.626410181", "134.626410181", "134.409079609", "134.418958272", "81489"]'
b'["2022-01-25 15:49:00", "135.139507902", "135.139507902", "134.92277005", "134.962185913", "69194"]'
b'["2022-01-25 15:48:00", "135.001799349", "135.13516129", "134.939366203", "135.130221959", "84358"]'
b'["2022-01-25 15:46:00", "134.873376739", "135.031435336", "134.814104765", "134.932648713", "69959"]'
b'["2022-01-25 15:45:00", "134.972163362", "135.09070731", "134.784468778", "134.863498076", "75990"]'
b'["2022-01-25 15:44:00", "134.725987097", "134.982042024", "134.606652856", "134.952406037", "69173"]'
b'["2022-01-25 15:43:00", "134.616531518", "134.735075466", "134.593909381", "134.735075466", "53208"]'
b'["2022-01-25 15:42:00", "134.656046168", "134.744954128", "134.5819562", "134.606652856", "54291"]'
b'["2022-01-25 15:41:00", "134.488108908", "134.685682154", "134.458472921", "134.660985499", "46201"]'
b'["2022-01-25 15:38:00", "134.11271974", "134.320072862", "134.11271974", "134.28559633", "40820"]'
b'["2022-01-25 15:35:00", "134.330050311", "134.389322285", "134.17297958", "134.191749038", "40782"]'
b'["2022-01-25 15:32:00", "134.478230246", "134.488108908", "134.251021012", "134.280656999", "52761"]'
b'["2022-01-25 15:30:00", "134.418958272", "134.613172773", "134.300414324", "134.409079609", "68364"]'
b'["2022-01-25 15:27:00", "134.577016869", "134.616531518", "134.507866233", "134.527623557", "45596"]'
b'["2022-01-25 15:26:00", "134.636288843", "134.656046168", "134.458472921", "134.577016869", "45122"]'
b'["2022-01-25 15:25:00", "134.952406037", "134.952406037", "134.616531518", "134.656046168", "37601"]'
b'["2022-01-25 15:23:00", "134.838801421", "134.863498076", "134.648143238", "134.735075466", "58315"]'
b'["2022-01-25 15:18:00", "135.056131992", "135.159857946", "134.92277005", "135.085767979", "37400"]'
b'["2022-01-25 15:17:00", "134.874957325", "135.056131992", "134.874957325", "135.056131992", "28380"]'
b'["2022-01-25 15:13:00", "134.66592483", "134.675803492", "134.49798757", "134.656046168", "53402"]'
b'["2022-01-25 15:10:00", "135.179615271", "135.248765907", "135.070949985", "135.080828648", "84512"]'
b'["2022-01-25 15:06:00", "135.258644569", "135.258644569", "135.09100367", "135.243826576", "44201"]'
b'["2022-01-25 15:05:00", "135.357431193", "135.416703167", "135.209251258", "135.258644569", "33854"]'
b'["2022-01-25 15:04:00", "135.258644569", "135.416703167", "135.258644569", "135.357431193", "29081"]'
b'["2022-01-25 15:01:00", "135.495732465", "135.584640426", "135.436460491", "135.475975141", "34995"]'
b'["2022-01-25 14:59:00", "135.495732465", "135.569822433", "135.465404972", "135.500671796", "28960"]'
b'["2022-01-25 14:55:00", "135.149979284", "135.337673868", "135.13516129", "135.308037881", "39959"]'
b'["2022-01-25 14:54:00", "135.100585972", "135.21912992", "135.051192661", "135.134370997", "27465"]'
b'["2022-01-25 14:51:00", "135.009109559", "135.09070731", "134.952406037", "134.991920687", "27114"]'
b'["2022-01-25 14:48:00", "135.061071323", "135.120343297", "135.001799349", "135.026496005", "18237"]'
b'["2022-01-25 14:46:00", "135.18228251", "135.209152471", "135.051192661", "135.066010654", "44663"]'
b'["2022-01-25 14:45:00", "135.140100621", "135.235429713", "135.130221959", "135.169835395", "20364"]'
b'["2022-01-25 14:42:00", "134.972163362", "135.051192661", "134.942527375", "134.991920687", "38695"]'
b'["2022-01-25 14:41:00", "135.061071323", "135.070949985", "134.92277005", "134.942527375", "101291"]'
b'["2022-01-25 14:38:00", "134.596774194", "134.833862089", "134.591834862", "134.818451376", "72273"]'
b'["2022-01-25 14:37:00", "134.616531518", "134.646167505", "134.586895531", "134.596774194", "20828"]'
b'["2022-01-25 14:35:00", "134.577016869", "134.636288843", "134.480107191", "134.53750222", "43416"]'
b'["2022-01-25 14:33:00", "134.63549855", "134.656046168", "134.468351583", "134.594502101", "35536"]'
b'["2022-01-25 14:32:00", "134.529698076", "134.636288843", "134.488207695", "134.636288843", "30253"]'
b'["2022-01-25 14:31:00", "134.379443622", "134.546985735", "134.359686298", "134.529796863", "35382"]'
b'["2022-01-25 14:30:00", "134.409079609", "134.478230246", "134.349807635", "134.364625629", "27557"]'
b'["2022-01-25 14:29:00", "134.448594259", "134.577016869", "134.389322285", "134.389322285", "26205"]'
b'["2022-01-25 14:26:00", "134.236203019", "134.255960343", "134.142355727", "134.255960343", "51063"]'
b'["2022-01-25 14:23:00", "134.448594259", "134.488108908", "134.300414324", "134.379443622", "36429"]'
b'["2022-01-25 14:22:00", "134.516757029", "134.517744895", "134.330050311", "134.438715596", "34978"]'
b'["2022-01-25 14:17:00", "134.428836934", "134.428836934", "134.231263687", "134.36956496", "41868"]'
b'["2022-01-25 14:16:00", "134.399200947", "134.577016869", "134.379443622", "134.45353359", "62035"]'
b'["2022-01-25 14:15:00", "134.468351583", "134.483169577", "134.280656999", "134.379443622", "50659"]'
b'["2022-01-25 14:11:00", "133.895389168", "133.94478248", "133.72478467", "133.875631844", "32471"]'
b'["2022-01-25 14:08:00", "133.771905889", "134.102841077", "133.747209234", "134.070241492", "79242"]'
b'["2022-01-25 14:05:00", "133.431092039", "133.628665286", "133.342184078", "133.523655105", "47798"]'
b'["2022-01-25 14:04:00", "133.559514649", "133.599029299", "133.233518793", "133.43603137", "47384"]'
b'["2022-01-25 14:03:00", "133.510121338", "133.64842261", "133.490364013", "133.594089967", "37802"]'
b'["2022-01-25 14:02:00", "133.490364013", "133.658301273", "133.440970701", "133.52", "45637"]'
b'["2022-01-25 13:57:00", "132.986552234", "133.035945546", "132.931034152", "132.991491566", "15806"]'
b'["2022-01-25 13:55:00", "132.833432968", "133.194004143", "132.833432968", "133.134830956", "24072"]'
b'["2022-01-25 13:53:00", "132.868107073", "133.114974845", "132.868107073", "133.080399526", "36100"]'
b'["2022-01-25 13:52:00", "132.868008286", "132.947037585", "132.769221663", "132.868008286", "44066"]'
b'["2022-01-25 13:50:00", "132.537073099", "132.858030838", "132.512376443", "132.724767683", "39633"]'
b'["2022-01-25 13:49:00", "132.388893164", "132.532133767", "132.37407517", "132.512376443", "17407"]'
b'["2022-01-25 13:48:00", "132.388893164", "132.551891092", "132.364196508", "132.388893164", "26012"]'
b'["2022-01-25 13:47:00", "132.413589819", "132.50249778", "132.354317846", "132.403809944", "34191"]'
b'["2022-01-25 13:45:00", "132.493211838", "132.601284404", "132.413589819", "132.54201243", "33949"]'
b'["2022-01-25 13:44:00", "132.449153004", "132.551891092", "132.355898431", "132.482740456", "32064"]'
b'["2022-01-25 13:43:00", "132.19181385", "132.50249778", "132.11722995", "132.423468482", "54831"]'
b'["2022-01-25 13:40:00", "132.255531222", "132.304924534", "132.225895235", "132.285167209", "30209"]'
b'["2022-01-25 13:39:00", "132.255531222", "132.275288547", "132.225895235", "132.270250429", "22336"]'
b'["2022-01-25 13:37:00", "132.016961527", "132.275288547", "131.988807339", "132.265409885", "41629"]'
b'["2022-01-25 13:36:00", "131.860384729", "132.018443326", "131.847246108", "132.018443326", "32529"]'
b'["2022-01-25 13:33:00", "131.850506067", "131.94929269", "131.731962119", "131.738877183", "28120"]'
b'["2022-01-25 13:30:00", "131.583782184", "131.672690145", "131.583782184", "131.623296833", "15718"]'
b'["2022-01-25 13:29:00", "131.376330275", "131.65293282", "131.376330275", "131.564024859", "22020"]'
b'["2022-01-25 13:28:00", "131.371390944", "131.587832436", "131.371390944", "131.405966262", "28841"]'
b'["2022-01-25 13:26:00", "130.931790471", "131.227557621", "130.890991595", "131.079970405", "49349"]'
b'["2022-01-25 13:24:00", "130.615376916", "130.951547795", "130.615376916", "130.847821841", "27299"]'
b'["2022-01-25 13:22:00", "130.41810003", "130.635430601", "130.413160698", "130.556401302", "34120"]'
b'["2022-01-25 13:19:00", "130.348850607", "130.348850607", "130.235344777", "130.329192069", "10306"]'
b'["2022-01-25 13:18:00", "130.339070731", "130.41810003", "130.269920095", "130.319313406", "14159"]'
b'["2022-01-25 13:16:00", "130.408221367", "130.41810003", "130.171133471", "130.181012134", "15049"]'
b'["2022-01-25 13:15:00", "130.447736017", "130.566279964", "130.348949393", "130.408221367", "12218"]'
b'["2022-01-25 13:13:00", "130.388464043", "130.516886653", "130.388464043", "130.467493341", "12784"]'
b'["2022-01-25 13:12:00", "130.358828056", "130.385796804", "130.274859426", "130.385796804", "9807"]'
b'["2022-01-25 13:10:00", "130.41810003", "130.625551938", "130.41810003", "130.54652264", "21699"]'
b'["2022-01-25 13:09:00", "130.289677419", "130.407233501", "130.255102101", "130.37858538", "20082"]'
b'["2022-01-25 13:08:00", "130.260041432", "130.427879905", "130.171133471", "130.240284108", "42489"]'
b'["2022-01-25 13:07:00", "130.087164842", "130.269920095", "130.072346848", "130.224181888", "16076"]'
b'["2022-01-25 13:05:00", "130.111861497", "130.151376147", "129.963681563", "130.052589524", "28215"]'
b'["2022-01-25 13:04:00", "130.324252737", "130.368706718", "130.032832199", "130.111861497", "25200"]'
b'["2022-01-25 13:03:00", "130.319313406", "130.383524711", "130.161254809", "130.358828056", "30562"]'
b'["2022-01-25 12:57:00", "130.408023794", "130.447736017", "130.279798757", "130.329192069", "23075"]'
b'["2022-01-25 12:56:00", "130.482311335", "130.536643978", "130.388464043", "130.41810003", "24733"]'
b'["2022-01-25 12:54:00", "130.724239775", "130.724239775", "130.6058934", "130.655187925", "17923"]'
b'["2022-01-25 12:51:00", "130.739255342", "130.793489198", "130.635529387", "130.694702575", "19953"]'
b'["2022-01-25 12:50:00", "130.714855046", "130.80336786", "130.704581237", "130.744095886", "17258"]'
b'["2022-01-25 12:47:00", "130.933766203", "131.109606392", "130.933766203", "131.005880438", "25722"]'
b'["2022-01-25 12:44:00", "130.793489198", "130.951547795", "130.763853211", "130.852761172", "34749"]'
b'["2022-01-25 12:41:00", "131.060213081", "131.154060373", "131.000941107", "131.000941107", "19435"]'
b'["2022-01-25 12:38:00", "131.010819769", "131.089849068", "130.882397159", "130.991062445", "58153"]'
b'["2022-01-25 12:37:00", "131.22815034", "131.26766499", "130.961426458", "131.006176798", "28003"]'
b'["2022-01-25 12:34:00", "131.149121042", "131.238029003", "131.050334418", "131.050334418", "24944"]'
b'["2022-01-25 12:33:00", "131.22815034", "131.257786327", "131.028403788", "131.149121042", "24933"]'
b'["2022-01-25 12:32:00", "131.52451021", "131.554146197", "131.129363717", "131.22815034", "34645"]'
b'["2022-01-25 12:30:00", "131.584374904", "131.682568807", "131.554146197", "131.667750814", "14461"]'
b'["2022-01-25 12:29:00", "131.564024859", "131.613418171", "131.336914413", "131.564024859", "15340"]'
b'["2022-01-25 12:26:00", "131.929535365", "132.013503995", "131.810991418", "131.810991418", "26038"]'
b'["2022-01-25 12:25:00", "131.741840781", "131.978928677", "131.484995561", "131.978928677", "29978"]'
b'["2022-01-25 12:22:00", "131.331876295", "131.677629476", "131.297300977", "131.583090678", "25872"]'
b'["2022-01-25 12:18:00", "131.425723587", "131.484995561", "131.330493282", "131.465238236", "23258"]'
b'["2022-01-25 12:17:00", "132.018443326", "132.018443326", "131.373070317", "131.373070317", "62087"]'
b'["2022-01-25 12:16:00", "132.206137911", "132.275288547", "132.028914708", "132.062897307", "29324"]'
b'["2022-01-25 12:15:00", "132.11722995", "132.314803196", "132.087593963", "132.225895235", "34247"]'
b'["2022-01-25 12:12:00", "131.69244747", "131.929535365", "131.508506777", "131.919656703", "48954"]'
b'["2022-01-25 12:10:00", "131.65293282", "131.810991418", "131.633175496", "131.751719444", "29831"]'
b'["2022-01-25 12:08:00", "131.815930749", "131.978928677", "131.815930749", "131.860384729", "32221"]'
b'["2022-01-25 12:04:00", "131.188635691", "131.336815626", "131.149121042", "131.282482983", "14864"]'
b'["2022-01-25 12:03:00", "131.307179639", "131.307179639", "131.050433205", "131.188635691", "15378"]'
b'["2022-01-25 12:01:00", "131.060213081", "131.22815034", "130.931790471", "131.198514353", "15413"]'
b'["2022-01-25 12:00:00", "130.986123113", "131.060213081", "130.835572299", "131.060213081", "17491"]'
b'["2022-01-25 11:55:00", "131.351633619", "131.445480912", "131.277543652", "131.356572951", "13975"]'
b'["2022-01-25 11:54:00", "131.317058301", "131.445480912", "131.287422314", "131.317058301", "17625"]'
b'["2022-01-25 11:52:00", "131.213332347", "131.257786327", "131.060311867", "131.203453685", "19320"]'
